2026-01-17T17:45:01.099Z [DEBUG] Watching for changes in setting files C:\Users\danil\.claude...
2026-01-17T17:45:01.106Z [DEBUG] [init] configureGlobalMTLS starting
2026-01-17T17:45:01.106Z [DEBUG] [init] configureGlobalMTLS complete
2026-01-17T17:45:01.106Z [DEBUG] [init] configureGlobalAgents starting
2026-01-17T17:45:01.106Z [DEBUG] [init] configureGlobalAgents complete
2026-01-17T17:45:01.155Z [DEBUG] Using bash path: "C:\Program Files\Git\bin\bash.exe"
2026-01-17T17:45:01.163Z [DEBUG] [LSP MANAGER] initializeLspServerManager() called
2026-01-17T17:45:01.163Z [DEBUG] [LSP MANAGER] Created manager instance, state=pending
2026-01-17T17:45:01.163Z [DEBUG] [LSP MANAGER] Starting async initialization (generation 1)
2026-01-17T17:45:01.167Z [DEBUG] [STARTUP] Loading MCP configs...
2026-01-17T17:45:01.168Z [DEBUG] Found 0 plugins (0 enabled, 0 disabled)
2026-01-17T17:45:01.168Z [DEBUG] Total LSP servers loaded: 0
2026-01-17T17:45:01.168Z [DEBUG] [LSP SERVER MANAGER] getAllLspServers returned 0 server(s)
2026-01-17T17:45:01.168Z [DEBUG] LSP manager initialized with 0 servers
2026-01-17T17:45:01.168Z [DEBUG] [STARTUP] MCP configs loaded in 1ms
2026-01-17T17:45:01.169Z [DEBUG] LSP server manager initialized successfully
2026-01-17T17:45:01.169Z [DEBUG] LSP notification handlers registered successfully for all 0 server(s)
2026-01-17T17:45:01.174Z [DEBUG] [STARTUP] Running setup()...
2026-01-17T17:45:01.193Z [DEBUG] Loading skills from: managed=C:\ProgramData\ClaudeCode\.claude\skills, user=C:\Users\danil\.claude\skills, project=[]
2026-01-17T17:45:01.228Z [DEBUG] installed_plugins.json doesn't exist, returning empty V2 object
2026-01-17T17:45:01.231Z [DEBUG] Error log sink initialized
2026-01-17T17:45:01.240Z [DEBUG] Writing to temp file: C:\Users\danil\.claude\todos\d4129214-f392-40d8-9204-5d276786fe0e-agent-d4129214-f392-40d8-9204-5d276786fe0e.json.tmp.36068.1768671901240
2026-01-17T17:45:01.245Z [DEBUG] Temp file written successfully, size: 2 bytes
2026-01-17T17:45:01.245Z [DEBUG] Renaming C:\Users\danil\.claude\todos\d4129214-f392-40d8-9204-5d276786fe0e-agent-d4129214-f392-40d8-9204-5d276786fe0e.json.tmp.36068.1768671901240 to C:\Users\danil\.claude\todos\d4129214-f392-40d8-9204-5d276786fe0e-agent-d4129214-f392-40d8-9204-5d276786fe0e.json
2026-01-17T17:45:01.246Z [DEBUG] File C:\Users\danil\.claude\todos\d4129214-f392-40d8-9204-5d276786fe0e-agent-d4129214-f392-40d8-9204-5d276786fe0e.json written atomically
2026-01-17T17:45:01.266Z [DEBUG] getPluginSkills: Processing 0 enabled plugins
2026-01-17T17:45:01.266Z [DEBUG] Total plugin skills loaded: 0
2026-01-17T17:45:01.266Z [DEBUG] Total plugin commands loaded: 0
2026-01-17T17:45:01.266Z [DEBUG] Registered 0 hooks from 0 plugins
2026-01-17T17:45:01.307Z [DEBUG] Loaded 0 unique skills (managed: 0, user: 0, project: 0, legacy commands: 0)
2026-01-17T17:45:01.307Z [DEBUG] [STARTUP] setup() completed in 133ms
2026-01-17T17:45:01.307Z [DEBUG] [STARTUP] Loading commands and agents...
2026-01-17T17:45:01.308Z [DEBUG] getSkills returning: 0 skill dir commands, 0 plugin skills, 0 bundled skills
2026-01-17T17:45:01.314Z [DEBUG] Total plugin agents loaded: 0
2026-01-17T17:45:01.317Z [DEBUG] [STARTUP] Commands and agents loaded in 10ms
2026-01-17T17:45:01.317Z [DEBUG] [STARTUP] Running showSetupScreens()...
2026-01-17T17:45:01.641Z [DEBUG] [render] initYoga starting
2026-01-17T17:45:01.670Z [DEBUG] Writing to temp file: C:\Users\danil\.claude.json.tmp.36068.1768671901670
2026-01-17T17:45:01.670Z [DEBUG] Preserving file permissions: 100666
2026-01-17T17:45:01.673Z [DEBUG] Temp file written successfully, size: 1057 bytes
2026-01-17T17:45:01.673Z [DEBUG] Applied original permissions to temp file
2026-01-17T17:45:01.673Z [DEBUG] Renaming C:\Users\danil\.claude.json.tmp.36068.1768671901670 to C:\Users\danil\.claude.json
2026-01-17T17:45:01.674Z [DEBUG] File C:\Users\danil\.claude.json written atomically
2026-01-17T17:45:01.705Z [DEBUG] [Claude in Chrome] Found chrome profiles: Default, Profile 1, Profile 2
2026-01-17T17:45:01.747Z [DEBUG] [render] initYoga complete
2026-01-17T17:45:01.777Z [DEBUG] [Claude in Chrome] Found brave profiles: Default
2026-01-17T17:46:28.227Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:28.519Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:28.618Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:28.689Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:28.847Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:28.920Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:28.979Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:29.043Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:29.108Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:29.162Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:29.217Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:29.263Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:29.326Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:29.371Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:29.422Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:29.506Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:29.546Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:29.636Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:29.958Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:30.005Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:30.055Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:30.142Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:30.197Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:30.263Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:30.324Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:30.385Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:30.430Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:30.478Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:30.555Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:30.612Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:30.675Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:30.720Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:30.757Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:30.817Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:30.867Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:31.001Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:31.142Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:31.197Z [DEBUG] Slow render_v2: 54.3ms, screen: 36x120, damage: 120x36 at (0,0), changes: 0
2026-01-17T17:46:31.342Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:31.408Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:31.483Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:31.569Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:31.606Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:31.700Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:31.749Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:31.836Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:31.905Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:32.055Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:32.189Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:32.551Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:32.822Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:33.046Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:34.148Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:34.484Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:34.761Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:35.051Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:35.198Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:35.287Z [DEBUG] Slow render_v2: 89.6ms, screen: 36x120, damage: 120x36 at (0,0), changes: 0
2026-01-17T17:46:35.761Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:37.343Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:37.483Z [DEBUG] Slow render_v2: 139.2ms, screen: 36x120, damage: 120x36 at (0,0), changes: 0
2026-01-17T17:46:38.027Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:38.381Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:38.693Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:38.840Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:38.890Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:38.954Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:38.999Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:39.057Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:39.130Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:39.173Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:39.247Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:39.293Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:39.352Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:39.412Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:39.515Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:39.725Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:40.573Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:40.671Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:41.273Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:41.468Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:41.648Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:41.892Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:41.935Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:42.130Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:42.220Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:42.384Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:43.133Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:43.492Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:43.599Z [DEBUG] Slow render_v2: 106.8ms, screen: 36x120, damage: 120x36 at (0,0), changes: 0
2026-01-17T17:46:43.901Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:44.459Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:45.916Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:48.125Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:48.885Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:49.547Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:51.716Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:52.855Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:53.373Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:53.548Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:53.696Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:53.822Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:54.002Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:54.169Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:54.339Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:54.559Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:54.743Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:55.116Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:55.356Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:55.776Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:55.955Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:56.074Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:56.174Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:56.382Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:56.533Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:56.781Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:57.025Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:57.186Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:57.877Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:58.533Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:58.875Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:58.949Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:59.153Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:59.320Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:46:59.670Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:00.052Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:00.487Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:00.670Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:01.079Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:01.178Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:01.440Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:01.743Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:02.203Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:02.493Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:02.752Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:03.356Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:03.660Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:04.359Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:04.557Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:04.665Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:04.788Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:04.925Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:05.116Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:05.430Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:05.612Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:05.720Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:05.904Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:05.963Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:06.091Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:06.199Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:06.267Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:06.524Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:06.732Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:06.803Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:06.867Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:07.070Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:07.168Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:07.249Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:07.317Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:07.368Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:07.446Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:07.519Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:07.606Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:07.690Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:07.765Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:07.833Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:07.899Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:07.952Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:08.000Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:08.054Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:08.138Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:08.296Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:08.471Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:08.534Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:08.601Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:08.673Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:08.713Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:08.769Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:08.821Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:08.867Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:08.983Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:09.218Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:09.340Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:09.414Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:09.481Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:09.570Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:09.659Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:09.747Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:09.797Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:09.871Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:09.937Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:10.002Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:10.079Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:10.151Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:10.200Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:10.255Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:10.322Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:10.385Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:10.436Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:10.864Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:11.091Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:11.164Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:11.237Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:11.300Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:11.358Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:11.424Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:11.499Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:11.543Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:11.603Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:11.683Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:11.760Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:11.806Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:11.889Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:11.968Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:47:12.032Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
